shot_type,area,distance,month,season,playoffs,result
Jump Shot,Left Side(L),8-16 ft.,4,2008-09,1,0
Turnaround Jump Shot,Right Side(R),16-24 ft.,4,2008-09,1,0
Jump Shot,Left Side(L),16-24 ft.,4,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,4,2008-09,1,1
Jump Shot,Center(C),24+ ft.,4,2008-09,1,0
Jump Shot,Right Side(R),16-24 ft.,4,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,4,2008-09,1,1
Fadeaway Jump Shot,Right Side(R),8-16 ft.,4,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,4,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,4,2008-09,1,1
Jump Shot,Center(C),8-16 ft.,4,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,4,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,4,2008-09,1,0
Jump Shot,Left Side(L),16-24 ft.,4,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,4,2008-09,1,1
Fadeaway Jump Shot,Left Side(L),16-24 ft.,4,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,4,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,4,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,4,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,4,2008-09,1,0
Jump Shot,Left Side(L),16-24 ft.,4,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,4,2008-09,1,0
Fadeaway Jump Shot,Right Side Center(RC),16-24 ft.,4,2008-09,1,1
Running Jump Shot,Center(C),8-16 ft.,4,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,4,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,4,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,4,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,4,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,4,2008-09,1,1
Jump Shot,Center(C),8-16 ft.,4,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,4,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,4,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,4,2008-09,1,0
Turnaround Fadeaway shot,Center(C),8-16 ft.,4,2008-09,1,1
Running Jump Shot,Right Side(R),8-16 ft.,4,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,4,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,4,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,4,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,4,2008-09,1,1
Turnaround Jump Shot,Center(C),8-16 ft.,4,2008-09,1,0
Jump Shot,Right Side(R),24+ ft.,4,2008-09,1,0
Jump Shot,Center(C),Less Than 8 ft.,4,2008-09,1,0
Turnaround Jump Shot,Left Side(L),8-16 ft.,4,2008-09,1,1
Jump Shot,Left Side(L),16-24 ft.,4,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Jump Shot,Center(C),24+ ft.,5,2008-09,1,1
Jump Shot,Left Side(L),16-24 ft.,5,2008-09,1,1
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Center(C),8-16 ft.,5,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,1
Running Jump Shot,Center(C),8-16 ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,0
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Hook Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,0
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Driving Dunk Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Running Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Jump Shot,Center(C),8-16 ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Step Back Jump shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Putback Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Left Side(L),16-24 ft.,5,2008-09,1,0
Fadeaway Jump Shot,Center(C),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,1
Fadeaway Jump Shot,Left Side(L),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Driving Reverse Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Running Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Pullup Jump shot,Center(C),24+ ft.,5,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Pullup Jump shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Pullup Jump shot,Center(C),8-16 ft.,5,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side(L),24+ ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,0
Pullup Jump shot,Left Side(L),8-16 ft.,5,2008-09,1,1
Pullup Jump shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Running Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Left Side(L),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Pullup Jump shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Pullup Jump shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,0
Driving Finger Roll Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Pullup Jump shot,Center(C),24+ ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,0
Pullup Jump shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,1
Jump Shot,Center(C),8-16 ft.,5,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Running Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Left Side(L),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,0
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Running Jump Shot,Back Court(BC),Back Court Shot,5,2008-09,1,0
Turnaround Jump Shot,Left Side(L),24+ ft.,5,2008-09,1,1
Pullup Jump shot,Center(C),8-16 ft.,5,2008-09,1,0
Pullup Jump shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Pullup Jump shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Running Bank shot,Left Side(L),8-16 ft.,5,2008-09,1,1
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Running Bank shot,Left Side(L),8-16 ft.,5,2008-09,1,1
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Jump Shot,Center(C),24+ ft.,5,2008-09,1,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Bank Shot,Left Side(L),8-16 ft.,5,2008-09,1,1
Turnaround Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Center(C),8-16 ft.,5,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Driving Dunk Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,0
Jump Shot,Left Side(L),24+ ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Center(C),8-16 ft.,5,2008-09,1,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Turnaround Bank shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Fadeaway Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Fadeaway Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,0
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Driving Dunk Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,1
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,0
Turnaround Fadeaway shot,Right Side(R),16-24 ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,0
Reverse Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,0
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Running Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,1
Running Bank shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Turnaround Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,1
Fadeaway Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,0
Jump Shot,Right Side(R),24+ ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,0
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Turnaround Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,1
Jump Shot,Center(C),24+ ft.,5,2008-09,1,1
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Right Side(R),24+ ft.,5,2008-09,1,0
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Left Side(L),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Alley Oop Dunk Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,5,2008-09,1,1
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,1
Jump Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,0
Jump Shot,Center(C),24+ ft.,5,2008-09,1,0
Jump Shot,Left Side(L),16-24 ft.,5,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,1
Driving Finger Roll Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,1
Jump Shot,Left Side(L),16-24 ft.,5,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,5,2008-09,1,0
Jump Shot,Right Side(R),24+ ft.,5,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,5,2008-09,1,0
Jump Shot,Center(C),8-16 ft.,5,2008-09,1,1
Turnaround Jump Shot,Left Side(L),8-16 ft.,5,2008-09,1,0
Turnaround Jump Shot,Center(C),16-24 ft.,5,2008-09,1,0
Running Bank shot,Left Side(L),8-16 ft.,5,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,5,2008-09,1,0
Fadeaway Jump Shot,Right Side(R),16-24 ft.,5,2008-09,1,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Driving Finger Roll Layup Shot,Center(C),Less Than 8 ft.,5,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,5,2008-09,1,1
Floating Jump shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Jump Shot,Left Side(L),16-24 ft.,6,2008-09,1,0
Jump Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,6,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Jump Shot,Center(C),8-16 ft.,6,2008-09,1,0
Jump Shot,Center(C),16-24 ft.,6,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,6,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Turnaround Fadeaway shot,Center(C),8-16 ft.,6,2008-09,1,1
Running Jump Shot,Center(C),8-16 ft.,6,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,6,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,6,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Fadeaway Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,1
Jump Shot,Left Side(L),8-16 ft.,6,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,0
Running Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Running Jump Shot,Center(C),16-24 ft.,6,2008-09,1,1
Jump Bank Shot,Left Side(L),8-16 ft.,6,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,6,2008-09,1,0
Running Jump Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,6,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Center(C),8-16 ft.,6,2008-09,1,0
Jump Shot,Center(C),8-16 ft.,6,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,6,2008-09,1,0
Fadeaway Jump Shot,Left Side Center(LC),16-24 ft.,6,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,6,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,6,2008-09,1,1
Pullup Jump shot,Center(C),8-16 ft.,6,2008-09,1,1
Turnaround Jump Shot,Left Side(L),16-24 ft.,6,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,6,2008-09,1,0
Slam Dunk Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Jump Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Left Side(L),16-24 ft.,6,2008-09,1,0
Jump Shot,Center(C),16-24 ft.,6,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,6,2008-09,1,0
Pullup Jump shot,Left Side(L),16-24 ft.,6,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,0
Fadeaway Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Center(C),16-24 ft.,6,2008-09,1,0
Fadeaway Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,1
Jump Shot,Left Side(L),8-16 ft.,6,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,6,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,6,2008-09,1,1
Finger Roll Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Jump Shot,Right Side(R),16-24 ft.,6,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,6,2008-09,1,1
Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,6,2008-09,1,1
Jump Shot,Left Side(L),24+ ft.,6,2008-09,1,1
Fadeaway Jump Shot,Left Side(L),8-16 ft.,6,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,6,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,6,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Fadeaway Jump Shot,Right Side(R),16-24 ft.,6,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,6,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,6,2008-09,1,0
Jump Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Jump Shot,Left Side Center(LC),24+ ft.,6,2008-09,1,0
Jump Shot,Center(C),24+ ft.,6,2008-09,1,0
Jump Shot,Center(C),24+ ft.,6,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Jump Shot,Right Side Center(RC),16-24 ft.,6,2008-09,1,1
Turnaround Fadeaway shot,Right Side(R),8-16 ft.,6,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Jump Shot,Center(C),8-16 ft.,6,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,6,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,6,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,6,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,6,2008-09,1,1
Jump Shot,Left Side Center(LC),16-24 ft.,6,2008-09,1,0
Jump Shot,Left Side Center(LC),24+ ft.,6,2008-09,1,0
Jump Shot,Center(C),24+ ft.,6,2008-09,1,1
Jump Shot,Left Side(L),16-24 ft.,6,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,6,2008-09,1,0
Jump Shot,Right Side Center(RC),24+ ft.,6,2008-09,1,0
Jump Shot,Center(C),8-16 ft.,6,2008-09,1,1
Jump Bank Shot,Left Side(L),8-16 ft.,6,2008-09,1,0
Jump Shot,Left Side Center(LC),16-24 ft.,6,2008-09,1,1
Jump Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Driving Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Center(C),24+ ft.,6,2008-09,1,0
Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,0
Jump Shot,Center(C),16-24 ft.,6,2008-09,1,0
Jump Shot,Left Side(L),8-16 ft.,6,2008-09,1,0
Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,6,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,6,2008-09,1,1
Jump Shot,Right Side Center(RC),24+ ft.,6,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,6,2008-09,1,0
Driving Dunk Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Jump Shot,Left Side(L),8-16 ft.,6,2008-09,1,0
Jump Shot,Center(C),8-16 ft.,6,2008-09,1,1
Jump Shot,Center(C),16-24 ft.,6,2008-09,1,0
Jump Shot,Center(C),16-24 ft.,6,2008-09,1,1
Running Jump Shot,Center(C),Less Than 8 ft.,6,2008-09,1,1
Jump Shot,Right Side(R),8-16 ft.,6,2008-09,1,0
Jump Shot,Right Side(R),16-24 ft.,6,2008-09,1,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,6,2008-09,1,0
Turnaround Jump Shot,Left Side(L),8-16 ft.,6,2008-09,1,0
Jump Shot,Right Side Center(RC),16-24 ft.,6,2008-09,1,0
Jump Shot,Center(C),24+ ft.,6,2008-09,1,0
Running Bank shot,Left Side(L),8-16 ft.,6,2008-09,1,1
Driving Layup Shot,Center(C),Less Than 8 ft.,4,2009,1,1
Jump Shot,Center(C),8-16 ft.,4,2009,1,0
